author,bookformat,desc,genre,img,isbn,isbn13,link,pages,rating,reviews,title,totalratings
Isis Crawford,English,"Bernie and Libby, owners of A Taste of Heaven, are partnering up with the Just Chocolate store for a Valentine's Day mega-event. When a client's mother dies, Bernie and Libby put their plans on hold to attend the funeral, only to become involved in a grisly mystery.","['Holiday', 'Food', 'Murder Mystery', 'Adult Fiction', 'Cozy Mystery', 'Fiction', 'Mystery', 'Cooking']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1178487646i/799800.jpg,0758206895,9780758206893,https://www.goodreads.com/book/show/799800.A_Catered_Valentine_s_Day,275.0,3.71,54.0,A Catered Valentine's Day,665.0
Jayne Ann Krentz,English,"Ex-cop Luther Malone, lifelong member of the secretive paranormal organization known as the Arcane Society, is waiting to meet Grace Renquist. Hired as an aura-reading consultant in the quest for a murder suspect, shes got zero field experience. Shes from tiny Eclipse Bay, Oregon. Shes a librarian, for heavens sake.As for Grace, shes not expecting much either from Malone, who walks with a cane and isnt so good with a gun. Nice rsum for a bodyguard . . .But even before they reach their hotel in Mauiwhere theyll be posing as honeymoonersGrace and Luther feel the electric charge between them. Problem is, they need to remain vigilant day and night, because it soon becomes clear theres more going on here. Rogue sensitivesoperatives for the underground group Nightshadeare pouring into the luxury resort like theres a convention. Grace recognizes those dark spikes in their auras. She saw the same pattern in someone else in another lifea life she hasnt revealed to Luther or anyone else. And she understands how dangerous these people can be . . . especially with those para-hunters at their sides.While the pairs employers at Jones &amp; Jones scramble to get them backup, Luther and Grace have to think on their feet. The criminals in their midst arent just high-level sensitives: Theyve enhanced their talents with a potentand unpredictabledrug. And as Grace knows all too well, if you dont control your powers, your powers will control you. . . .","['Contemporary Romance', 'Mystery', 'Romantic Suspense', 'Paranormal', 'Fiction', 'Suspense', 'Romance', 'Fantasy', 'Paranormal Romance', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438649331i/2974804.jpg,039915521X,9780399155215,https://www.goodreads.com/book/show/2974804-running-hot,337.0,4.12,444.0,Running Hot,10545.0
Yasmine Galenorn,English,"From the USA Today bestselling author of the Otherworld novels. Medium Emerald O'Brien looks into the disappearance of a missing biker-only to stumble upon his dead body in the woods. The police believe a wild animal killed him, but Emerald is convinced the killer is one of human nature.","['Witches', 'Urban Fantasy', 'Cozy Mystery', 'Magic', 'Mystery', 'Paranormal Mystery', 'Paranormal', 'Fiction', 'Romance', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388438039i/793299.jpg,0425200027,9780425200025,https://www.goodreads.com/book/show/793299.Murder_Under_a_Mystic_Moon,288.0,4.15,97.0,Murder Under a Mystic Moon,1541.0
Leann Sweeney,English,"The thought of working with a hot-shot producer and her TV crew is about as appealing to Abby as sticking her hand in a bucket of leeches. But ""Reality Check"" is a program that claims to turn American dreams into the real thing, and Abby figures that if anyone deserves that kind of bonanza, it's Emma Lopez, who has been raising her three younger siblings since her mother disappeared. Abby is determined to help Emma realize her dream of a reunion-even when it becomes clear that someone out there doesn't believe in happy endings.","['Cozy Mystery', 'Chick Lit', 'Mystery', 'Family']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328322444i/8269494.jpg,,,https://www.goodreads.com/book/show/8269494-shoot-from-the-lip,289.0,4.05,52.0,Shoot from the Lip,645.0
Lynsay Sands,English,"SWM - ""Lucern."" Successful biographer of family, books recently categorized as ""paranormal romance."" Something of a recluse. Hates crowds, aggressive women. Doesn't like sunbathing, garlicky dinners or religious symbols. Likes old-fashioned values; spicy Mexican dishes; warm, nice-smelling neck; and plump red lips. Stronger than ten men and can vanish in the blink of an eye. Currently unaware he's seeking a woman to share eternity.SWF - ""Kate C. Leever."" Newest editor of Romance at Roundhouse Publishing. Perky, fun. Has recently discovered a legacy author just dying to be broken out. In fact, her career could take off from it. (The tall, dark, handsome writer just needs to be taken to several romance conventions and introduced to his fans...and stopped from acting so strange in public.) Dislikes ""difficult, rude, obnoxious, pig-headed writers."" Currently unaware she's met the man of her wildest dreams.
  OH, DEAR.
","['Vampires', 'Urban Fantasy', 'Supernatural', 'Fiction', 'Paranormal', 'Romance', 'Humor', 'Fantasy', 'Paranormal Romance', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354343077i/263149.jpg,0505525526,9780505525529,https://www.goodreads.com/book/show/263149.Single_White_Vampire,369.0,4.17,951.0,Single White Vampire,22646.0
Victoria Laurie,English,"The New York Times bestselling author of the enthralling thriller* Vision Impossible is back with her newest Psychic Eye mystery, in which psychic Abigail Cooper must rely on her inner vision to search for a missing womanWhen a mysterious client approaches Abby with a cryptic message about a young mother who has vanished, Abby is more than willing to get involved. After all, its the perfect distraction from dealing with the headache of her sister Cat  who has flown into town and turned Abby and Dutchs impending nuptials into Weddingpalooza.After Abby recruits her business partner and BFF, Candice, to assist, they meet with the parents of the missing woman. But the parents refuse to put their faith in a psychic. Whats worse, due to a grave misunderstanding, the family suspects Abby has a connection to their daughters husband  the man they believe to be responsible for her disappearance.So while the family may be blind to the truth, with a potential killer in her sights, Abby is determined to keep her eyes wide open...* Genre Go Round Reviews","['Cozy Mystery', 'Fiction', 'Mystery', 'Paranormal Mystery', 'Paranormal', 'Chick Lit', 'Romance', 'Supernatural', 'Fantasy', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341008126i/12391660.jpg,0451236955,9780451236951,https://www.goodreads.com/book/show/12391660-lethal-outlook,353.0,4.14,254.0,Lethal Outlook,3676.0
Tamar Myers,English,"A well-preserved corpseA twenty-year-old barrel of genuine Pennsylvania Dutch sauerkraut isnt Magdalena Yoders idea of a great wedding present from her future father-in-law. Especially when it has a corpse in it. And it sure puts Mennonite-born Magdalena, owner of the picturesque PennDutch Inn, in a pickle. She has just one week before she ties the knot with the man of her dreamsand this bride of forty-four will allow nothing to delay her nuptials, even murder.Of course, Magdalena recognizes the victim, who is as well preserved as a gherkin. Its her fiancs cousin Sarah, whos been missing for years. Soon Magdalenas inn is filled with unwanted guestseccentric aunts and loopy uncles of the deceased. And Magdalenashrewd as she is pepperysuspects one of them is the killer. Now she is over a barrel, blowing the lid off a mystery two decades old, and digging up a scandal that may shake her Amish hometown to the bedrock and send her to a funeralher owninstead of her wedding day!","['Cozy Mystery', 'Fiction', 'Mystery', 'Culinary', 'Amish', 'Mystery Thriller', 'Romance', 'Humor', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309287029i/357163.jpg,0451192931,9780451192936,https://www.goodreads.com/book/show/357163.Just_Plain_Pickled_to_Death,272.0,3.8,51.0,Just Plain Pickled to Death,922.0
"Donald Bain, Jessica Fletcher",English,"Jessica Fletcher must catch an artistic killer in this entry in the ""USA Today"" bestselling ""Murder, She Wrote"" series.Cabot Cove in Maine has a cozy country luncheonette, but not much high culture. Mystery author Jessica Fletcher is the only writer in town, but the renovation of the local Worrell mansion into an art colony may bring scores of artistic people to C.C. No one, however, expected a creative killer.The posh retreat offers struggling artists a European spa, psychiatry, and even hypnotism. But soon the retreat begins to look like a health hazard. In quick succession, a suicide attempt and a brutal murder arouse the sheriff's attention--and Jessica's. When an old friend mysteriously disappears, Jessica fears a twisted genius is at work writing a scenario for murder-- and putting Jessica's own life in peril.Librarian's note #1: the first 15 books in the current Jessica Fletcher / Donald Bain ""Murder She Wrote"" series are #1, Gin &amp; Daggers (1989) with a 2nd edition in (2000); #2, Manhattans &amp; Murder (1994); #3, Rum &amp; Razors (1995); #4, Brandy &amp; Bullets (1995); #5, Martinis &amp; Mayhem (1995); #6, A Deadly Judgment (1996); #7, A Palette for Murder (1996); #8, The Highland Fling Murders (1997); #9, Murder on the QE2 (1997); #10, Murder in Moscow (1998); #11, A Little Yuletide Murder (1998); #12, Murder at the Powderhorn Ranch (1999); #13, Knock 'Em Dead (1999); #14, Trick or Treachery (2000); and #15, Blood on the Vine (2001).Librarian's note #2: there is an earlier MSW series by James Anderson and David Deutsch. Novelizations of TV episodes. This original series has 4 volumes: #1, The Murder of Sherlock Holmes (1985); #2, Hooray for Homicide (1985); #3, Lovers and Other Killers (1986); and #4, Murder in Two Acts (1986).","['Cozy Mystery', 'Fiction', 'Mystery', 'Tv', 'Mystery Thriller', 'Media Tie In', 'Crime', 'Death']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309282055i/334383.jpg,0451184912,9780451184917,https://www.goodreads.com/book/show/334383.Brandy_Bullets,275.0,3.86,119.0,Brandy & Bullets,1373.0
Jayne Ann Krentz,English,"Being called creepy can be hard on your self-esteem--even for an attractive, independent woman like Raine Tallentyre. That's what happened when she made the mistake of revealing her paranormal abilities, bringing her most recent romantic relationship to a hasty end. Her Aunt Vella, a gifted but troubled soul, had told her years ago to keep her talents a secret. And now that poor Aunt Vellaher last blood relativehas died, Raine has resigned herself to a lonely life.But when she journeys to Shelbyville, Washington, to clear out her aunt's house--trying to ignore the locals' comments about the ""witch"" and the ""crazy lady""-- Raines highly developed sensitivity leads her to a horrifying discovery: a young woman, bound and terrified, in a basement storage locker. The victim has survived, and the culprit is on the loose. Without warning, a new man enters Raines lifeinvestigator Zack Jones. Surprisingly, Zack isnt repelled by her powers: in fact, he has his own. While Raine hears voices, Zack sees visions and within hours of their meeting, Raine experiences an intense, thrilling intimacymental, emotional, and physicalshe never dared to expect.Theres one complication, however: Zack Jones is working for the Arcane Society. This secret organization, dedicated to the study of paranormal phenomena, shattered Raines family with an act of betrayal long ago, and shes not about to trust them now. But as a killer makes her his target, and a cabal of psychic criminals known as Nightshade operates in the shadows surrounding them, Raine and Zack must rely not only on their powerful abilities but on each other as well.","['Contemporary Romance', 'Mystery', 'Romantic Suspense', 'Paranormal', 'Fiction', 'Suspense', 'Romance', 'Fantasy', 'Paranormal Romance', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439592693i/689486.jpg,0399154450,9780399154454,https://www.goodreads.com/book/show/689486.Sizzle_and_Burn,368.0,4.1,485.0,Sizzle and Burn,10521.0
Bailey Cates,English,"As a new witchnot to mention owner of Savannahs most enchanting bakeryKatie Lightfoot is still getting used to casting spells, brewing potions, and mastering her magical powers. But that doesnt mean she cant find time to enjoy a picnic with firefighter Declan McCarthyuntil she stumbles upon a corpse. The dead mans tattoo reveals he was a member of a secret societyand it turns out he's missing an object that was very important to the group. When Katie learns the killer was after more than the man's life, she and her Aunt Lucy leave the baked goods on the rack to cool and set off in hot pursuit of a killer.","['Witches', 'Audiobook', 'Cozy Mystery', 'Magic', 'Mystery', 'Fiction', 'Paranormal', 'Paranormal Mystery', 'Romance', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1345725611i/15808412.jpg,0451238982,9780451238986,https://www.goodreads.com/book/show/15808412-bewitched-bothered-and-biscotti,329.0,3.96,577.0,"Bewitched, Bothered, and Biscotti",6601.0
Anna Dean,English,"1805. An engagement party is taking place for Mr Richard Montague, son of wealthy landowner Sir Edgar Montague, and his fiancee Catherine. During a dance with his beloved, a strange thing happens: a man appears at Richard's shoulder and appears to communicate something to him without saying a word. Instantly breaking off the engagement, he rushes off to speak to his father, never to be seen again. Distraught with worry, Catherine sends for her spinster aunt, Miss Dido Kent, who has a penchant for solving mysteries. Catherine pleads with her to find her fiance and to discover the truth behind his disappearance. It's going to take a lot of logical thinking to untangle the complex threads of this multi-layered mystery, and Miss Dido Kent is just the woman to do it.","['British Literature', 'Cozy Mystery', 'Fiction', 'Mystery', 'Historical', '19th Century', 'Regency', 'Historical Fiction', 'Historical Mystery', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316738779i/7015533.jpg,0312562942,9780312562946,https://www.goodreads.com/book/show/7015533-bellfield-hall,304.0,3.63,400.0,"Bellfield Hall: or, the observations of Miss Dido Kent",2534.0
Heather Blake,English,"Darcy Merriweather and her sister, Harper, hail from a long line of witches who have the power to grant wishes using spells. They've come to Enchanted Village in Salem, Massachusetts, to join the family business, but they soon find themselves knee deep in murder...Until three weeks ago, Darcy and Harper were working dead-end jobs and trying to put their troubles behind them. Then their aunt Velma delivered a bombshell: They're actually Wishcrafters - witches with the power to grant wishes with a mere spell. Wanting a fresh start, they head to their aunt's magic-themed tourist town to master their newfound skills.But their magic fails them when a wannabe witch turns up dead - strangled with Aunt Ve's scarf - and Ve's sweetheart, Sylar, is found looming over the body. Ve is standing by her man, but Darcy overheard Skylar wish that the victim would disappear - forever. With Harper distracted by her handsome new crush, Darcy is determined to sleuth her way to the truth. But it'll take more than a wish to unravel this mystery....","['Witches', 'Urban Fantasy', 'Cozy Mystery', 'Magic', 'Mystery', 'Fiction', 'Paranormal', 'Paranormal Mystery', 'Romance', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327893495i/11018878.jpg,0451235525,9780451235527,https://www.goodreads.com/book/show/11018878-it-takes-a-witch,299.0,3.91,817.0,It Takes a Witch,7559.0
Tamar Myers,English,"Magdalena Yoder comes to the aid of local police chief Melvin Stoltzfus as she takes on the investigation into the murder of Lizzie Mast, the worst cook in peaceful Hernia, Pennsylvania, while coping with an influx of new guests at the PennDutch Inn and a killer who will do anything to stop her from uncovering the truth. Reprint.","['Cozy Mystery', 'The United States Of America', 'Fiction', 'Mystery', 'Amish', 'Mystery Thriller', 'Cooking', 'Humor', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389431149i/905734.jpg,0451203224,9780451203229,https://www.goodreads.com/book/show/905734.The_Crepes_of_Wrath,272.0,3.72,59.0,The Crepes of Wrath,1068.0
Miranda Bliss,English,"Annie, Eve, and their former cooking teacher, while trying to keep their new restaurant afloat, investigate the apparent suicide of their friend Sarah, a staffer for a powerful congressman, but when they get too close to the truth, a series of mysterious ""accidents"" befalls them. Original.","['Murder Mystery', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Cooking', 'Suspense', 'Romance', 'Womens', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440721213i/1283221.jpg,0425216071,9780425216071,https://www.goodreads.com/book/show/1283221.Murder_on_the_Menu,256.0,3.63,51.0,Murder on the Menu,610.0
Amanda Flower,English,"Fiona Knox lost her fianc and her flower shopbut when she flies to Scotland to inherit her godfathers cottage and possibly magical walled garden, she may lose her life as well when shes swept into a murder investigation.Florist Fiona Knoxs life isnt smelling so sweet these days. Her fianc left her for their cake decorator. Then, her flower shop wilted after a chain florist opened next door. So when her godfather, Ian MacCallister, leaves her a cottage in the Scottish Highlands, Fiona jumps on the next plane to Edinburgh. Ian, after all, is the one who taught her to love flowers. But when Ians elderly caretaker Hamish MacGregor shows her to the cottage upon her arrival, she finds the once resplendent grounds of Duncreigan in a dreadful shambleswith a dead body in the garden.Minutes into her arrival, Fiona is already being questioned by the handsome Chief Inspector Neil Craig and getting her passport seized. But its Craigs fixation on Uncle Ians loyal caretaker, Hamish, as a prime suspect, that really makes her worried. As Fiona strolls the town, she quickly realizes there are a whole bouquet of suspects much more likely to have killed Alastair Croft, the dead lawyer who seems to have had more enemies than friends. Now its up to Fiona to clear Hamishs name before its too late in Death at Duncreigan, national bestselling author Amanda Flowers enchanting first Forgotten Garden mystery.","['Cozy Mystery', 'Magic', 'Fiction', 'Mystery', 'Paranormal', 'Gardening', 'Scotland', 'Fantasy', 'Adult', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1512165371i/36702564.jpg,,,https://www.goodreads.com/book/show/36702564-flowers-and-foul-play,320.0,4.02,385.0,Flowers and Foul Play,1946.0
Victoria Hamilton,English,"From the national bestselling author of Muffin but Murder , baker Merry Wynter returns with a fresh tray of muffins and a case that has authorities stumpedThey say ones home is ones castle, but when it comes to Wynter Castle, Merry would like it to belong to someone else. But until a buyer bites, she could use some extra dough, so she decides to take in renters. The idea pans out, and Merrys able to find a handful of tenants eager to live in a real castle. The only problem is most of them are crumby, tea-swilling old biddies.The Legion of Horrible Ladies, as Merry calls them, is led by the terribly nastyand fabulously wealthyCleta Sanson. The abrasive Englishwoman keeps everyone whipped into a frenzyuntil she meets an embarrassing end behind a locked door. Evidence reveals that Cleta was murdered, yet no one is privy to how the deed was done. Merry knows she must quickly find the killer before another of her guests gets greasedINCLUDES DELICIOUS RECIPES!","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Chick Lit', 'Romance', 'Adult', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417982171i/23604319.jpg,0425258858,9780425258859,https://www.goodreads.com/book/show/23604319-death-of-an-english-muffin,304.0,3.84,115.0,Death of an English Muffin,1113.0
Eva Gates,English,"Get bound up in murder in the first Lighthouse Library mystery! For ten years Lucy has enjoyed her job poring over rare tomes of literature for the Harvard Library, but she has not enjoyed the demands of her familys social whorl or her sort-of-engagement to the staid son of her fathers law partner. But when her ten-year relationship implodes, Lucy realizes that the plot of her life is in need of a serious rewrite. Calling on her aunt Ellen, Lucy hopes that a little fun in the Outer Banks sunand some confections from her cousin Josies bakerywill help clear her head. But her retreat quickly turns into an unexpected opportunity when Aunt Ellen gets her involved in the lighthouse library tucked away on Bodie Island. Lucy is thrilled to land a librarian job in her favorite place in the world. But when a priceless first edition Jane Austen novel is stolen and the chair of the library board is murdered, Lucy suddenly finds herself ensnared in a real-life mysteryand shes not so sure theres going to be a happy ending.... ","['Books About Books', 'Audiobook', 'Adult Fiction', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Romance', 'Adult', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409170310i/22927960.jpg,0698165888,,https://www.goodreads.com/book/show/22927960-by-book-or-by-crook,371.0,3.71,1038.0,By Book or By Crook,6577.0
Diana Killian,English,"The only yoga mystery series on the market.While in her mother's garden, A.J. stumbles-literally-on the body of her mother's current beau. Now A.J. is going to have to find her balance and solve the murder without getting tied up in knots.","['Cozy Mystery', 'Comedy', 'Fiction', 'Mystery', 'Romance', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311703136i/7230761.jpg,042523391X,9780425233917,https://www.goodreads.com/book/show/7230761-murder-on-the-eightfold-path,308.0,3.7,48.0,Murder on the Eightfold Path,449.0
Alan Bradley,English,"NEW YORK TIMES BESTSELLERFlavia de Lucepart Harriet the Spy, part Violet Baudelaire from Lemony Snickets A Series of Unfortunate Events (The New York Times Book Review)takes her remarkable sleuthing prowess to the unexpectedly unsavory world of Canadian boarding schools in the captivating new mystery from New York Times bestselling author Alan Bradley.Banished! is how twelve-year-old Flavia de Luce laments her predicament, when her father and Aunt Felicity ship her off to Miss Bodycotes Female Academy, the boarding school that her mother, Harriet, once attended across the sea in Canada. The sun has not yet risen on Flavias first day in captivity when a gift lands at her feet. Flavia being Flavia, a budding chemist and sleuth, that gift is a charred and mummified body, which tumbles out of a bedroom chimney. Now, while attending classes, making friends (and enemies), and assessing the schools stern headmistress and faculty (one of whom is an acquitted murderess), Flavia is on the hunt for the victims identity and time of death, as well as suspects, motives, and means. Rumors swirl that Miss Bodycotes is haunted, and that several girls have disappeared without a trace. When it comes to solving multiple mysteries, Flavia is up to the taskbut her true destiny has yet to be revealed.Praise for As Chimney Sweepers Come to Dust
  
 Flavia de Luce [is] perhaps contemporary crime fictions most original characterto say she is Pippi Longstocking with a Ph.D. in chemistry (speciality: poisons) barely begins to describe her.Macleans
  
 Another treat for readers of all ages . . . [As Chimney Sweepers Come to Dust] maintains the high standards Bradley set from the start.Booklist
  
 Exceptional . . . [The] intriguing setup only gets better, and Bradley makes Miss Bodycotes a suitably Gothic setting for Flavias sleuthing. Through it all, her morbid narrative voice continues to charm.Publishers Weekly (starred review) Even after all these years, Flavia de Luce is still the worlds greatest adolescent British chemist/busybody/sleuth.The Seattle Times
  
 Plot twists come faster than Canadian snowfall. . . . Bradleys sense of observation is as keen as gung-ho scientist Flavias. . . . The results so far are seven sparkling Flavia de Luce mysteries.Library Journal  A rattling good girls own adventure yarn with an extensive cast of characters and suspects . . . When all is revealed, the links, misunderstandings and secrecy have a satisfying click.Winnipeg Free Press A delightful installment in the series!LibraryReads Acclaim for Alan Bradleys beloved Flavia de Luce novels, winners of the Crime Writers Association Debut Dagger Award, Barry Award, Agatha Award, Macavity Award, Dilys Winn Award, and Arthur Ellis Award  If ever there were a sleuth whos bold, brilliant, and, yes, adorable, its Flavia de Luce.USA Today  This idiosyncratic young heroine continues to charm.The Wall Street Journal  Delightful . . . a combination of Eloise and Sherlock Holmes.The Boston GlobeFrom the Hardcover edition.","['Canada', 'Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Historical', 'Mystery Thriller', 'Young Adult', 'Historical Fiction', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406214651i/21874813.jpg,0345539931,9780345539939,https://www.goodreads.com/book/show/21874813-as-chimney-sweepers-come-to-dust,392.0,3.96,3503.0,As Chimney Sweepers Come to Dust,27724.0
Larissa Reinhart,English,"In Halo, Georgia, folks know Cherry Tucker as big in mouth, small in stature, and able to sketch a portrait faster than buckshot rips from a ten gauge -- but commissions are scarce. So when the well-heeled Branson family wants to memorialize their murdered son in a coffin portrait, Cherry scrambles to win their patronage from her small town rival. As the clock ticks toward the deadline, Cherry faces more trouble than just a controversial subject. Between ex-boyfriends, her flaky family, an illegal gambling ring, and outwitting a killer on a spree, Cherry finds herself painted into a corner shell be lucky to survive.Also available in e-book.","['Amateur Sleuth', 'Southern', 'Murder Mystery', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Chick Lit', 'Whodunit', 'Romance']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333634253i/13579199.jpg,,9781938383021,https://www.goodreads.com/book/show/13579199-portrait-of-a-dead-guy,230.0,3.82,182.0,Portrait of a Dead Guy,1134.0
Tamar Myers,English,"Ever since her brand-new husband flew the coop, Magdalena Yoder, owner of the quaint PennDutch Inn, has had time to kill. And now the local Amish community really has a murder in its midst: an Asian tourist found strangled and run over by a horse and buggy. It isn't a crime police chief Melvin Stolzfus can easily handle; after all, he was once kicked in the head by a bull he was trying to milk. But he's smart enough to deputize Magdalena.","['Cozy Mystery', 'Fiction', 'Mystery', 'Culinary', 'Amish', 'Mystery Thriller', 'Humor', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309287621i/880654.jpg,0451192303,9780451192301,https://www.goodreads.com/book/show/880654.Between_a_Wok_and_a_Hard_Place,264.0,3.74,42.0,Between a Wok and a Hard Place,831.0
Jacqueline Winspear,English,"Early April, 1933. Maisies newest clients are the costermongers of Covent Garden, men who sell fruit and vegetables from horse-drawn carts on the streets of London. To the costers, Eddie Pettit was simply a gentle soul with a near-magical gift for working with horses, and when he is killed in a violent accident, the costers are skeptical about the cause of his death. Because her father, Frankie, had been a fellow costermonger, Maisie has known these men since childhood and remembers Eddie fondly, so she is determined to help, but it soon becomes clear that powerful political and financial forces are equally determined to prevent her from learning too much about Eddies death.Maisies search for answers begins in the working-class streets of Lambethwhere Eddie lived, and where she grew upbut quickly leads her to a callous press baron, a has been politician named Winston Churchill lingering in the hinterlands of power and, most surprisingly, to Douglas Partridge, the husband of her dearest friend, Priscilla. As Maisie uncovers lies and manipulation on a national scale, she must decide whether to risk all to see justice done.The story of a London affected by the march to another war years before the first shot is fired, and of an innocent victim caught in the shadow of power, Elegy for Eddie is Jacqueline Winspears most poignant and affecting novel yet.","['Audiobook', 'British Literature', 'Fiction', 'Mystery', 'Historical', 'Mystery Thriller', 'Historical Fiction', 'Historical Mystery', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349039862i/12340713.jpg,0062049577,9780062049575,https://www.goodreads.com/book/show/12340713-elegy-for-eddie,335.0,4.03,1968.0,Elegy for Eddie,22796.0
Amanda Flower,English,"The people of Appleseed Creek in the heart of Ohio's Amish Country are under attack. Soon after the dust has settled on a buggy accident that turned out to be murder, an unknown assailant begins cutting off the long hair of Amish women and the beards of Amish men. New to the area, computer specialist Chloe Humphrey may not share their customs, but she is certainly alarmed over these crimes against the Amish and worries how such events will impact her growing number of friends who are more connected to that way of life. In this small community, when Chloe discovers the body of an Amish businessman who was stabbed in the back and whose beard was cut off, she knows that finding the murderer and restoring peace to Appleseed Creek is as much her responsibility as anyone else's.","['Christian Fiction', 'Cozy Mystery', 'Mystery', 'Fiction', 'Amish', 'Amish Fiction', 'Mystery Thriller', 'Suspense', 'Romance', 'Christian']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339819920i/14978966.jpg,1433676982,9781433676987,https://www.goodreads.com/book/show/14978966-a-plain-scandal,324.0,4.2,146.0,A Plain Scandal,1125.0
Sheila Connolly,English,"National bestselling and Agatha Award-nominated author Sheila Connolly introduces a brand-new series set in a small village in County Cork, Ireland, where buried secrets are about to rise to the surface... Honoring the wish of her late grandmother, Maura Donovan visits the small Irish village where her Gran was bornthough she never expected to get bogged down in a murder mystery. Nor had she planned to take a job in one of the local pubs, but she finds herself excited to get to know the people who knew her Gran.  In the pub, shes swamped with drink orders as everyone in town gathers to talk about the recent discovery of a nearly one-hundred-year-old body in a nearby bog. When Maura realizes she may know something about the dead manand that the bodys connected to another, more recent, deathshe fears shes about to become mired in a homicide investigation. After she discovers the death is connected to another from almost a century earlier, Maura has a sinking feeling she may really be getting in over her head...A New York Times bestseller!","['Audiobook', 'Ireland', 'Cozy Mystery', 'Irish Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Adult', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349938306i/15742846.jpg,0425251896,9780425251898,https://www.goodreads.com/book/show/15742846-buried-in-a-bog,293.0,3.72,824.0,Buried in a Bog,5882.0
Juliet Blackwell,English,"
  Lily Ivory hopes to score some great vintage fashions when she buys an antique trunk full of old clothes. But she may have gotten more than she bargained for.
  As soon as Lily opens the trunk, she feels strange vibrations emanating from a mysterious velvet cloak. When she tries it on, Lily sees awful visions from the past. And when the antiques dealer who sold her the cape is killed, Lily suspects a supernatural force might be behind his death.  Then Lilys familiar, Oscar the potbellied pig, disappears. Lily will do anything to get him backincluding battling the spirit of a powerful witch reaching out from the past. But even with the aid of her grandmother, unmasking a killer and saving Oscar might be more than one well-intentioned sorceress can handle. ","['Witches', 'Audiobook', 'Urban Fantasy', 'Cozy Mystery', 'Magic', 'Mystery', 'Fiction', 'Paranormal', 'Paranormal Mystery', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388631350i/20414721.jpg,1101627980,,https://www.goodreads.com/book/show/20414721-a-vision-in-velvet,336.0,4.11,294.0,A Vision in Velvet,4157.0
