author,bookformat,desc,genre,img,isbn,isbn13,link,pages,rating,reviews,title,totalratings
Jeffrey Cohen,English,"All Elliot Freed wanted to do was to make people die laughing. But he didn't mean it literally. The dead guy in Row S, Seat 18, is no joke. Elliot Freed, recovering writer, socked all his savings-and the alimony from his ex-wife-into the Comedy Tonight movie theater, never suspecting it would become a murder scene. And murder can't be good for ticket sales... Death by popcorn was the cause. Poisoned popcorn. To the chagrin of the police, Elliot takes to his bike to start his own investigation. A growing attraction to a beautiful detective, the discovery of a DVD pirating operation, and one missing employee later, Elliot's still waiting for the punch line. But this one might knock his theater-and Elliot-out for good...","['Amateur Sleuth', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Humor', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392594254i/675617.jpg,042521799X,9780425217993,https://www.goodreads.com/book/show/675617.Some_Like_It_Hot_Buttered,289.0,3.71,101.0,Some Like It Hot-Buttered,650.0
M.C. Beaton,English,"After being shaved bald during a previous case, Agatha Raisin goes to a seaside resort and enlists the aid of a local witch to grow her hair back, putting her right in the middle of things when the witch is found dead. Reprint.","['Audiobook', 'Murder Mystery', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Humor', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391755881i/897141.jpg,0312973691,9780312973698,https://www.goodreads.com/book/show/897141.Agatha_Raisin_and_the_Witch_of_Wyckhadden,196.0,3.75,632.0,Agatha Raisin and the Witch of Wyckhadden,10859.0
Victoria Laurie,English,"Abby Cooper?s betting the house on her inner eye...It took a while for Abby Cooper's FBI agent boyfriend, Dutch Rivers, to accept her psychic gifts as the real deal. But these days he knows better than to question Abby's visions. So when his favorite cousin Chase is kidnapped in Vegas, they both catch the next flight to Sin City. Abby's inner eye insists that Chase is still alive, but nothing else about the case adds up- especially Dutch's reluctance to involve his own Bureau. On top of everything, Dutch is battling a mysterious illness, and Abby keeps having disturbing dreams that predict his death. Dutch wants Abby to promise that if the investigation goes south, she'll head home to safety. But when the chips are down, Abby won't fold without a fight...","['Cozy Mystery', 'Mystery', 'Paranormal Mystery', 'Paranormal', 'Fiction', 'Chick Lit', 'Romance', 'Supernatural', 'Fantasy', 'Paranormal Romance']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442897349i/3143259.jpg,0451224868,9780451224866,https://www.goodreads.com/book/show/3143259-death-perception,314.0,4.11,258.0,Death Perception,5296.0
Elly Griffiths,English,"Ruths old friend Dan Golding dies in a house fire. But before he died Dan wrote to Ruth telling her that he had made a ground-breaking archaeological discovery. Could this find be linked to his death and who are the sinister neo-Nazi group who were threatening Dan? Ruth makes the trip to Blackpool to investigate, wary of encroaching on DCI Harry Nelsons home ground. Soon Ruth is embroiled in a mystery that involves the Pendle Witches, King Arthur and  scariest of all  Nelsons mother.There are forces at work in the town that that threaten all that Ruth holds dear. But, in the final showdown on Blackpool Pleasure Beach, it is Cathbad who faces the greatest danger of all.","['Archaeology', 'Detective', 'Audiobook', 'Murder Mystery', 'British Literature', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348098482i/15814458.jpg,0547798164,9780547798165,https://www.goodreads.com/book/show/15814458-a-dying-fall,391.0,4.06,1759.0,A Dying Fall,25267.0
Rhys Bowen,English,"Molly Murphy is sent by aging well-off NYC theatrical impresario Tommy Burke to find baby sister left with parish priest when they fled famine. But even before the ship lands, Broadway's leading actress, Oona Sheehan, vanishes, and her maid is found dead in her cabin.","['Ireland', 'Cozy Mystery', 'Fiction', 'Mystery', 'Historical', 'Mystery Thriller', 'Historical Fiction', 'Romance', 'Historical Mystery', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392447376i/364542.jpg,0312328192,9780312328191,https://www.goodreads.com/book/show/364542.In_Dublin_s_Fair_City,265.0,4.03,348.0,In Dublin's Fair City,5715.0
"Alice Kimberly, Cleo Coyle",English,"A film festival gone noir gives bookshop owner Penelope Thornton-McClure and her ghostly companion a big screen caper to solve in this Haunted Bookshop mystery from Cleo Coyle, writing as Alice Kimberly. The Movie Town Theater is holding its first ever Film Noir Festival, with Pen handling book sales for the guest speakers, including screen actress Hedda Geist. The legendary femme fatale has been out of the spotlight for decades. Unfortunately, the moment she steps back into it, she's nearly killed. Then other guests start to die, and Penelope wants to know why her little town's Film Noir weekend has taken a truly dark turn. With local police on the wrong track, Penelope enlists the help of Jack Shepard, private investigator. Okay, so Jack hasn't had a heartbeat since 1949, when he was gunned down in what is now Pen's store. But the hard-boiled ghost actually remembers Hedda's dark past and Penelope's sure he can help solve this case-even if he and his license did expire more than fifty years ago ...","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Paranormal', 'Paranormal Mystery', 'Ghosts', 'Supernatural', 'Fantasy', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388345973i/2285419.jpg,0425218384,9780425218389,https://www.goodreads.com/book/show/2285419.The_Ghost_and_the_Femme_Fatale,235.0,4.05,169.0,The Ghost and the Femme Fatale,2480.0
Dorothy Gilman,English,"Mrs. Virgil (Emily) Pollifax of New Brunswick, New Jersey, was a widow with grown children. She was tired of attending her Garden Club meetings. She wanted to do something good for her country. So, naturally, she became a CIA agent. This time, the assignment sounds as tasty as a taco. A quick trip to Mexico City is on her agenda. Unfortunately, something goes wrong, and our dear Mrs. Pollifax finds herself embroiled in quite a hot Cold Warand her country's enemies find themselves entangled with one unbelievably feisty lady.","['Audiobook', 'Cozy Mystery', 'Adventure', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Espionage', 'Suspense', 'Humor']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407611607i/140524.jpg,0449208281,9780449208281,https://www.goodreads.com/book/show/140524.The_Unexpected_Mrs_Pollifax,204.0,4.16,2657.0,The Unexpected Mrs. Pollifax,27464.0
Susan Wittig Albert,English,"Lawyer-turned-herbalist China Bayles returns to the Deep South, where her familys legacy of silence is at last brokenand the past finally, unforgettably, speaks the truth  A frantic phone call from her mother brings China back to her familys Mississippi plantationa place shed forsaken long ago. But the late-spring air is thick with fearand from the moment of her arrival, China knows that something has gone desperately wrong at Jordans Crossing. An ancient property deed has surfacedand the man who uncovered it has mysteriously vanished. And as the fates and fortunes of two very different families collide in frightening, unpredictable ways, China must face disturbing new questions about her familys pastand her own future ","['Audiobook', 'Murder Mystery', 'Southern', 'Cozy Mystery', 'Fiction', 'Mystery', 'Herbs', 'Mystery Thriller', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309201467i/586441.jpg,0425188140,9780425188149,https://www.goodreads.com/book/show/586441.Bloodroot,320.0,4.0,168.0,Bloodroot,2651.0
Jayne Ann Krentz,English,"Verity Ames, small town restaurateur, is involved in a passionate affair with Jonas Quarrel, Renaissance scholar turned dishwasher.Feeling that Jonas is underutilized, Verity signs him up to authenticate a sixteenth-century Italian villa on a remote island in the Pacific Northwest. Why pass on the opportunity to investigate the past and include a romantic getaway.On the island, passions flare and events turn deadly. Someone does not want Verity and Jonas to discover the truth.","['Romance', 'Fiction', 'Romantic Suspense', 'Paranormal', 'Mystery', 'Suspense', 'Contemporary Romance', 'Fantasy', 'Paranormal Romance', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388532501i/186937.jpg,0446363820,9780446363822,https://www.goodreads.com/book/show/186937.Gift_of_Fire,344.0,3.97,58.0,Gift of Fire,2068.0
Kat Jorgensen,English,Becca Reynolds is having a bad day. But her day takes a turn for the worse when she finds the fledgling psychiatric firm's 8 o'clock patient dead in the waiting room. Becca appoints herself the unofficial investigator since the police seem to be doing a really bad job of finding the murderer.,"['Cozy Mystery', 'Mystery']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327822293i/12974873.jpg,,,https://www.goodreads.com/book/show/12974873-your-eight-o-clock-is-dead,319.0,3.7,30.0,Your Eight O'Clock Is Dead,100.0
Wendy Corsi Staub,English,"After the death of her husband, Bella Jordan and her son need a fresh start. But on their way to stay with family in Chicago, they stop in Lily Dale, New York and a storm forces them to spend the night.Brimming with psychics and mediums, Lily Dale is just the kind of quirky little town Bella's late husband always talked about settling down in. So when the local hotel's owner, Leona, passes away, Bella agrees to step in and help temporarily. The longer she and Max stay there, the more Lily Dale starts to feel like home.But for Bella, finding a home means finding danger, too. Leona was murdered, and it's up to Bella to track down the killer before her sanctuary comes crashing down in bestseller Wendy Corsi Staubs warm and witty series debut.","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Paranormal', 'Mystery Thriller', 'Adult', 'Supernatural', 'Fantasy', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440457633i/24402469.jpg,1629532487,9781629532486,https://www.goodreads.com/book/show/24402469-nine-lives,288.0,3.83,176.0,Nine Lives,1193.0
Diane Vallere,English,"Nacre Bleu! Amateur sleuth Samantha Kidd's life is finally on track. It's her normally cultured friend Cat whose life has lost its luster: eight months pregnant and abandoned by her husband the week before Christmas. She ropes Samantha into helping at her boutique, but a string of jewelry thefts threatens her business. And when Cat's husband is found strangled with pearls inside the shop, the last thing she's concerned with is profit. Samantha tries to get a bead on the killer, but when the suspects all clam up, she's left tangled in knots. Add in an unexpected proposal, a flirtatious friend, and a brand new detective, and this is bound to be Samantha's wildest adventure yet.  Books in the Humorous Samantha Kidd Mystery Series: ""Just Kidding"" (short story) #1 DESIGNER DIRTY LAUNDRY #2 BUYER, BEWARE #3 THE BRIM REAPER #4 SOME LIKE IT HAUTE #5 GRAND THEFT RETRO #6 PEARLS GONE WILD #7 CEMENT STILETTOS  Perfect for the beach, the bath, or the line outside of the fitting room. (and way more fun than shopping for bathing suits under fluorescent lights.)  The bead goes on in PEARLS GONE WILD!      ","['Cozy Mystery', 'Mystery']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480455159i/33152345.jpg,,,https://www.goodreads.com/book/show/33152345-pearls-gone-wild,234.0,4.39,43.0,Pearls Gone Wild,165.0
K.A.  Davis,English,"A fathers disappearance never solved, a mothers secret taken to the grave, a daughter deceivedKathryn Landry thinks her life is just about perfect. She is the owner of a successful interior designer business in Newport Beach, California, and she has an attentive, supportive husband. But her world comes crashing down when her husband, Neil Landry, vanishes without a trace in a situation almost identical to the disappearance of her father twenty years before.With her fathers disappearance still a mystery, Kathryn is skeptical that the detective assigned to her case will be able to find her husband. Determined to uncover the truth, Kathryn is plunged into a world of politics, high-priced call girls and wealth. As she begins to search for her husband, a decades-old secret her mother took to the grave threatens to destroy all she holds dear. Caught up in a web of betrayals and deceit, and not knowing who to trust, Kathryn must find a way to survive as she discovers the past has a way of repeating itself.""...Davis deftly keeps readers as up in the air as Kathryn throughout this well-crafted tale. An impressive thriller by an author worth following.""  Kirkus ReviewsIn A Game of Deceit author K. A. Davis offers up a taut, edge-of-your-seat suspense novel that will make you lock the doors, close the blinds, and wonder who you can truly trust. Dont miss this great debut from Ms. Davis.  Paige Shelton, New York Times Bestselling author of the Farmers' Market, Country Cooking School, Dangerous Type, and Scottish Bookshop mysteries.  In A Game of Deceit, K. A. Davis has crafted an emotional suspense with a taut, satisfying ending that should delight any fan of Mary Higgins Clark.  Daryl Wood Gerber, Agatha Award-winning author of the Cookbook Nook, French Bistro Mysteries, and Cheese Shop Mysteries, and the stand-alone suspense novels, GIRL ON THE RUN and DAY OF SECRETS. Sly, sexy and spellbinding, A Game of Deceit grabs you in the first chapter and doesnt let you go until its breathtaking finish. Debut author K. A. Davis creates a riveting tale of betrayal, family, suspense and murder.  Jenny Kales, author of The Callies Kitchen Mystery series""A Game of Deceit is a marvelous read packed with action, suspense and intrigue. I couldn't put it down!""  Catherine Bruns, USA Today Best Selling Author of the Cookies &amp; Chance mysteries","['Mystery', 'Suspense']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1496330001i/35279925.jpg,0999068806,9780999068809,https://www.goodreads.com/book/show/35279925-a-game-of-deceit,294.0,4.11,71.0,A Game of Deceit,92.0
Nancy Cole Silverman,English,"When a top Hollywood Agent is found poisoned in the bathtub of her home, suspicion quickly turns to one of her two nieces. But Carol Childs, a reporter for a local talk radio station, doesnt believe it. The suspect is her neighbor and friend, and also her primary source for insider industry news. After a media frenzy pits one niece against the otherand the body count starts to riseCarol knows she must save her friend from being tried in the court of public opinion.But even the most seasoned reporter can be surprised, and when a Hollywood psychic shows up in Carols studio one night and warns her there will be more deaths, things take an unexpected turn. Suddenly nobody is above suspicion. Carol must challenge both her friendship and the facts, and the only thing she knows for certain is that the killer is still out there. But the closer she gets to the truth, the more danger shes in.","['Amateur Sleuth', 'Murder Mystery', 'Cozy Mystery', 'Fiction', 'Mystery', 'Suspense']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410295890i/23196666.jpg,,9781940976532,https://www.goodreads.com/book/show/23196666-shadow-of-doubt,276.0,3.98,54.0,Shadow Of Doubt,161.0
Angela M. Sanders,English,"
  Big things are happening in small-town Wilfred, Oregon! The retreat center is open for its first workshop, the local caf is done remodeling, and librarian and witch-in-training Josie Way is hosting her sister--and a few suspicions about the new killer on the loose . . .
 Josie is eager to show off Wilfred's delights to her visiting sister, Jean--even though Josie must conceal her magic from her. In any case, Jean is excited to attend Cookie Masterson's trademark ""Ready-Set-Go!"" workshop on becoming a life coach. Then there's the grand reopening of Darla's Caf, where the doors are thrown open to reveal . . . a dead man, stabbed in the back. That was definitely not on the revamped menu... Even more worrisome, the sheriff receives a report of a fresh corpse at the retreat center. Maybe murder isn't so uncommon in Wilfred anymore, but two unfamiliar bodies within an hour certainly is! Josie's willing to let law enforcement take the lead--after all, she's gotten into some trouble from the hints the library's spellbound books keep feeding her about the patrons. But when her sister receives the killer's chilling calling card, she'll use everything within her otherworldly powers to divine just who in town has homicide as his new slogan . . .","['Witches', 'Audiobook', 'Cozy Mystery', 'Magic', 'Fiction', 'Mystery', 'Paranormal', 'Romance', 'Fantasy', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1663632555i/62367353.jpg,1496740920,9781496740922,https://www.goodreads.com/book/show/62367353-witch-upon-a-star,304.0,4.1,170.0,Witch Upon a Star,727.0
Lilian Jackson Braun,English,"Retiring in Pickax, actress Thelma Thackeray has decided to start a film club and organize a fundraiser revue, starring Koko the cat. But Thelma's celebrated arrival takes an unpleasant turn when the strange circumstances of her twin brother's recent death seem suspicious to Jim Qwilleran. Qwill needs a helping paw in this case. But will Koko deign to take time from his stage debut?Also see: Alternate Cover Editions for this ISBN [ACE] 
  ACE #1
~","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Adult', 'Humor', 'Animals', 'Crime', 'Cats']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388513814i/820278.jpg,0515136557,9780515136555,https://www.goodreads.com/book/show/820278.The_Cat_Who_Brought_Down_the_House,246.0,3.83,278.0,The Cat Who Brought Down the House,5634.0
Rose Betancourt,English,"Halloween LaVeau has settled into her role as leader of the Underworld nicely. For once things are going exactly as planned. The universe has other plans for Hallie though and decides to put a crack in her big black cauldron. When a mysterious vampire appears in Hallie's life, she must figure out if he's a bad guy or if she can trust him. Hallie is shocked to discover the vampire shares a bond with a special someone in her life. Hallie is convinced that the chaos in her life has something to do with a new spell book that shows up at LaVeau Manor. Now Hallie must find out why and where the book came from before she potentially loses everything she holds dear in her life.",,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1642204373i/60126645.jpg,,,https://www.goodreads.com/book/show/60126645-a-charmed-witch,229.0,3.82,5.0,A Charmed Witch,44.0
Lilian Jackson Braun,English,"an alternate cover edition can be found hereQwill's on his way to Scotland - and on his way to solving another purr-plexing mystery. But this time Koko's nowhere the scene of the crime. He and Yum Yum are back in Pickax being coddled by a catsitter...but Koko won't sit still once Qwill's traveling party returns--minus one member. He's behaving oddly, and Qwill knows what that means: Koko may have been miles away from the murder scene, but he's just a whisker away from cracking the case!","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Adult', 'Humor', 'Animals', 'Crime', 'Cats']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406953793i/568628.jpg,0515111279,9780515111279,https://www.goodreads.com/book/show/568628.The_Cat_Who_Wasn_t_There,288.0,3.94,306.0,The Cat Who Wasn't There,7233.0
Donna Andrews,English,"A new side-splitting Meg Langslow mystery from awardwinning, New York Times bestselling author of Six Geese A Slaying, just in time for the holidaysThe brilliantly funny and talented Donna Andrews delivers another winner in the acclaimed avian-themed series that mystery readers have come to love. A few nights before Christmas, Meg is awakened when Michael is summoned to the New Life Baptist Church, where someone has rigged a cage full of skunks in the choir loft. The lengthy process of de-skunking the church requires its annual pre-Christmas concert to relocate to Trinity Episcopal, where Mother insists the show must go on, despite the budget-related protests of Mr. Otis, an elderly vestryman. Meanwhile, when Meg helps her grandfather take the skunks to the zoo, they discover that his boa has been stolenonly to turn up later during the concert slithering out from the ribbon-bedecked evergreens.Its clear that some serious holiday pranksters are on the loose, and Meg is determined to find them. But before she can, a fire breaks out at Trinity, and Mr. Otis is discovered dead. Could this be a bit of nasty revenge from the now deposed Pruitt family? Or harassment from the Evil Lender? As Meg searches for answers she also races to finish all of her Christmas shopping, wrapping, cooking, caroling, and decorating in time to make the season jolly for Michael and the twins.Guaranteed to put the ""ho ho hos"" into the holidays of cozy lovers everywhere, Duck the Halls is a gut-bustingly funny mystery, the latest from the award-winning Donna Andrews.","['Christmas', 'Holiday', 'Audiobook', 'Cozy Mystery', 'Mystery', 'Fiction', 'Mystery Thriller', 'Humor', 'Animals', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369367464i/17286833.jpg,1250028779,9781250028778,https://www.goodreads.com/book/show/17286833-duck-the-halls,320.0,4.01,379.0,Duck the Halls,3578.0
Larissa Reinhart,English,"BODY DOUBLES, DEAD BODIES, AND HOT BODIES ABOUND...WAIT, WHAT?From Wall Street Journal bestselling author, Larissa Reinhart presents the Silver Falchion finalist for best cozy mystery and Reader's Choice awards,  the second in the snappy, sassy, and sexy Maizie Albright Star Detective series.""A mixture of adventure, mystery, and romcom. So like Hollywood, you'll never figure out what is real and what is make-believe until you reach the end."" Laura's Interests#StillAWannabeDetective In continuing her career-makeover quest as a for-real detective, ex-teen and reality star Maizie Albright has a big learning curve to overcome. A sleuthing background starring in a TV showJulia Pinkerton, Teen Detectivedoes not cut the real-life mustard. It doesn't even buy her lunch, let alone extra condiments. Her chosen mentor, Wyatt Nash of Nash Security Solutions, is not a willing teacher. He'd rather stick Maizie with a safe desk job and handle the security solution-ing himself. But Maizie's got other plans to help Nash. First, win Nash's trust. Second, his heart.Wait, not his heart. His respect. His hearty respect.So when a major movie producer needs a babysitter for his hot mess starlet, Maizie eagerly takes the job. But when her starlet appears dead and then not dead, Maizie's got more than an actress to watch and a missing corpse to find. Body doubles, dead bodies, and hot bodies abound when the big screen, small screen, and silent screams collide. Maizie's on the job, on the skids, and on thin ice, hunting a killer who may be a celebrity stalker. And Maizie just might be the next celebrity who gets snuffed.""Larissa Reinhart always brings humor and grit to her mysteries."" Terri L. Austin, author of the Rose Strickland Mysteries and the Null for Hire series.""I love seeing Maizie grow as a character, and I absolutely adore the behind-the-scenes glimpses into celebrity culture. Maizie's missteps make each of her successes an absolute joy, and I encourage readers to delve into this lively, funny, and genuinely satisfying series."" Cynthia Chow, Kings River Life Magazine""Fresh from Hollywood get ready to bubble along with Maizie Albright Star Detective. #She's #adorbs."" Jena's Books""With visually descriptive narrative, humorous quips, witty repartee, and a quirky cast of characters, this was such a fun book to read. This was an engagingly entertaining book and I can't wait to see where we go next with Maize, Nash, and the rest of the gang."" Dru Ann Love, Dru's Book Musing""I really enjoy this series. Part rom-com, part murder mystery, they are the perfect weekend read."" Jenna, Girl With Book Lungs""The author has a flair for writing witty dialogue, wacky antics, and quirky characters. She does it well and keeps her readers intrigued throughout the story."" Socrates Book ReviewBooks in the Maizie Albright Star Detective MINUTES16 MILLIMETERSNC-17A VIEW TO A CHILL17.5 CARTRIDGES IN A PEAR TREE18 CALIBER18 1/2 DISGUISES19 CRIMINALS20 CARATSOther Series by Larissa Cherry Tucker MysteryFinley Goodhart Crime Capers","['Amateur Sleuth', 'Murder Mystery', 'Cozy Mystery', 'Mystery', 'Chick Lit', 'Romance', 'Humor']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503600095i/36117435.jpg,0997885351,,https://www.goodreads.com/book/show/36117435-16-millimeters,387.0,4.37,46.0,16 Millimeters,204.0
"Grace Dagnall, Alison Golden",English,"A missing girl. A broken doll. Dark, deviant secrets.When 15-year-old Beth Ridley vanished on her way to school, it was a mystery that baffled and shocked the small community of Gorey, Jersey. A leg torn from a doll she was carrying was the solitary clue as to what happened that day.Now, on the tenth anniversary of her disappearance, Detective Inspector Graham is taking another look at the case. His Sherlockian tendencies are set alight.What he finds will rock the town, stirring memories long buried and forgotten. There are painful truths to face.And what of Beth? Can Graham discover what happened? Could she still be alive?Buy this book because it's good.","['Cozy Mystery', 'Fiction', 'Mystery', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480882632i/33239904.jpg,,,https://www.goodreads.com/book/show/33239904-the-case-of-the-broken-doll,252.0,4.37,106.0,The Case of the Broken Doll,926.0
Juliet Blackwell,English,"As the owner of a popular vintage clothing store, Lily Ivory can enjoy a day of antique jewelry shopping and still call it work. But as one of San Franciscos resident witches, searching for hidden treasures can sometimes lead to dangerous discoveries When Lily arrives at an antique jewelry fair, her bargain sensors go off left and rightbut she also picks up a faint vibration of magic. Could the hard-bargaining merchant Griselda be a fellow practitioner? It certainly seems that way when a sudden fire sends panic through the crowd, and Lily discovers Griselda murdered in a way that nods to an old-fashioned witch hunt A crime that hits close to home turns into an unwelcome flash from the past when the police bring in their lead suspectLilys estranged father. Though he may not deserve her help, Lily is determined to clear her fathers name and solve a murder thats anything but crystal clear.","['Witches', 'Urban Fantasy', 'Cozy Mystery', 'Magic', 'Mystery', 'Fiction', 'Paranormal', 'Paranormal Mystery', 'Supernatural', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426139323i/15815762.jpg,045124009X,9780451240095,https://www.goodreads.com/book/show/15815762-tarnished-and-torn,314.0,4.08,335.0,Tarnished and Torn,4955.0
Tamar Myers,English,"New in the national bestselling series Magdalena Yoder solves a case of hotcake homicide.During a church breakfast, Minerva J. Jay, known for her prodigious appetite, slumps over after ingesting several stacks of pancakes. Police Chief Chris Ackerman wonders if the serving of the fatal flapjacks is a case of assault and batter. Magdalena has her own bun in the oven, but that doesnt stop the chief from asking for her help with the investigation. Before Magdalena can begin, however, she has to make a special delivery of her ownand just when she thinks shes found her number one suspect, he turns up dead, squished flatter than a pancake by a driverless cement truck. Now, to stop the killer from cooking up another crime, Magdalena has no choice but to jump from the frying pan into the fire.","['Cozy Mystery', 'Fiction', 'Mystery', 'Amish', 'Humor', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389411302i/4647288.jpg,0451225929,9780451225924,https://www.goodreads.com/book/show/4647288-batter-off-dead,263.0,3.49,84.0,Batter Off Dead,635.0
Ellery Adams,English,"WHO WOULD RESORT TO MURDER?Tucked away in the rolling hills of rural western Virginia is the storybook resort of Storyton Hall, catering to book lovers who want to get away from it all. To increase her number of bookings, resort manager Jane Steward has decided to host a Murder and Mayhem week so that fans of the mystery genre can gather together for some role-playing and fantasy crime solving.But when the winner of the scavenger hunt, Felix Hampden, is found dead in the Mystery Suite, and the valuable book he won as his prize is missing, Jane realizes one of her guests is an actual murderer. Amid a resort full of fake detectives, Jane is bound and determined to find a real-life killer. Theres no room for error as Jane tries to unlock this mystery before another vacancy opens up","['Books About Books', 'Audiobook', 'Murder Mystery', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Crime', 'Adult', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390940697i/20647000.jpg,0425265595,9780425265598,https://www.goodreads.com/book/show/20647000-murder-in-the-mystery-suite,277.0,3.8,1196.0,Murder in the Mystery Suite,8744.0
Lilian Jackson Braun,English,"The merry atmosphere in Pickax is dampened by the death of an out-of-town actor and the theft of a rare book. Qwill finds himself distracted from the events by his finicky pal Koko, who's been acting more fishy than feline. Has Koko gone bananas, or is he trying to let the cat out of the bag to solve the dual mysteries?","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Adult', 'Humor', 'Animals', 'Crime', 'Cats']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388421116i/108395.jpg,0515139785,9780515139785,https://www.goodreads.com/book/show/108395.The_Cat_Who_Went_Bananas,292.0,3.7,351.0,The Cat Who Went Bananas,5619.0
Louise Penny,English,"Welcome to winter in Three Pines, a picturesque village in Quebec, where the villagers are preparing for a traditional country Christmas, and someone is preparing for murder.No one liked CC de Poitiers. Not her quiet husband, not her spineless lover, not her pathetic daughterand certainly none of the residents of Three Pines. CC de Poitiers managed to alienate everyone, right up until the moment of her death. When Chief Inspector Armand Gamache, of the Sret du Qubec, is called to investigate, he quickly realizes he's dealing with someone quite extraordinary. CC de Poitiers was electrocuted in the middle of a frozen lake, in front of the entire village, as she watched the annual curling tournament. And yet no one saw anything. Who could have been insane enough to try such a macabre method of murderor brilliant enough to succeed?With his trademark compassion and courage, Gamache digs beneath the idyllic surface of village life to find the dangerous secrets long buried there. For a Quebec winter is not only staggeringly beautiful but deadly, and the people of Three Pines know better than to reveal too much of themselves. But other dangers are becoming clear to Gamache. As a bitter wind blows into the village, something even more chilling is coming for Gamache himself.","['Canada', 'Detective', 'Audiobook', 'Murder Mystery', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327918653i/352921.jpg,0312352565,9780312352561,https://www.goodreads.com/book/show/352921.A_Fatal_Grace,311.0,4.1,9460.0,A Fatal Grace,125786.0
